year,name,value,lastValue,group,subgroup
5-May-2018,T-series,44259163,44112463,Indian Uncle's,Indian Uncle's
5-May-2018,Pewdiepie,62437171,62417630,9 year old army,9 year old army
6-May-2018,T-series,44364488,44259163,Indian Uncle's,Indian Uncle's
6-May-2018,Pewdiepie,62457204,62437171,9 year old army,9 year old army
7-May-2018,T-series,44461867,44364488,Indian Uncle's,Indian Uncle's
7-May-2018,Pewdiepie,62473825,62457204,9 year old army,9 year old army
8-May-2018,T-series,44565316,44461867,Indian Uncle's,Indian Uncle's
8-May-2018,Pewdiepie,62492496,62473825,9 year old army,9 year old army
9-May-2018,T-series,44680003,44565316,Indian Uncle's,Indian Uncle's
9-May-2018,Pewdiepie,62505729,62492496,9 year old army,9 year old army
10-May-2018,T-series,44815267,44680003,Indian Uncle's,Indian Uncle's
10-May-2018,Pewdiepie,62515136,62505729,9 year old army,9 year old army
11-May-2018,T-series,44863051,44815267,Indian Uncle's,Indian Uncle's
11-May-2018,Pewdiepie,62530744,62515136,9 year old army,9 year old army
12-May-2018,T-series,45005523,44863051,Indian Uncle's,Indian Uncle's
12-May-2018,Pewdiepie,62545180,62530744,9 year old army,9 year old army
13-May-2018,T-series,45145647,45005523,Indian Uncle's,Indian Uncle's
13-May-2018,Pewdiepie,62578131,62545180,9 year old army,9 year old army
14-May-2018,T-series,45253001,45145647,Indian Uncle's,Indian Uncle's
14-May-2018,Pewdiepie,62604570,62578131,9 year old army,9 year old army
15-May-2018,T-series,45308682,45253001,Indian Uncle's,Indian Uncle's
15-May-2018,Pewdiepie,62631292,62604570,9 year old army,9 year old army
16-May-2018,T-series,45456291,45308682,Indian Uncle's,Indian Uncle's
16-May-2018,Pewdiepie,62659660,62631292,9 year old army,9 year old army
17-May-2018,T-series,45519683,45456291,Indian Uncle's,Indian Uncle's
17-May-2018,Pewdiepie,62680746,62659660,9 year old army,9 year old army
18-May-2018,T-series,45632755,45519683,Indian Uncle's,Indian Uncle's
18-May-2018,Pewdiepie,62693403,62680746,9 year old army,9 year old army
19-May-2018,T-series,45738606,45632755,Indian Uncle's,Indian Uncle's
19-May-2018,Pewdiepie,62722931,62693403,9 year old army,9 year old army
20-May-2018,T-series,45839554,45738606,Indian Uncle's,Indian Uncle's
20-May-2018,Pewdiepie,62749568,62722931,9 year old army,9 year old army
21-May-2018,T-series,45894763,45839554,Indian Uncle's,Indian Uncle's
21-May-2018,Pewdiepie,62773971,62749568,9 year old army,9 year old army
22-May-2018,T-series,45997900,45894763,Indian Uncle's,Indian Uncle's
22-May-2018,Pewdiepie,62786536,62773971,9 year old army,9 year old army
23-May-2018,T-series,46125867,45997900,Indian Uncle's,Indian Uncle's
23-May-2018,Pewdiepie,62812039,62786536,9 year old army,9 year old army
24-May-2018,T-series,46240433,46125867,Indian Uncle's,Indian Uncle's
24-May-2018,Pewdiepie,62839133,62812039,9 year old army,9 year old army
25-May-2018,T-series,46298652,46240433,Indian Uncle's,Indian Uncle's
25-May-2018,Pewdiepie,62862886,62839133,9 year old army,9 year old army
26-May-2018,T-series,46432047,46298652,Indian Uncle's,Indian Uncle's
26-May-2018,Pewdiepie,62879301,62862886,9 year old army,9 year old army
27-May-2018,T-series,46560155,46432047,Indian Uncle's,Indian Uncle's
27-May-2018,Pewdiepie,62902516,62879301,9 year old army,9 year old army
28-May-2018,T-series,46664607,46560155,Indian Uncle's,Indian Uncle's
28-May-2018,Pewdiepie,62925833,62902516,9 year old army,9 year old army
29-May-2018,T-series,46763323,46664607,Indian Uncle's,Indian Uncle's
29-May-2018,Pewdiepie,62948123,62925833,9 year old army,9 year old army
30-May-2018,T-series,46860194,46763323,Indian Uncle's,Indian Uncle's
30-May-2018,Pewdiepie,62968911,62948123,9 year old army,9 year old army
31-May-2018,T-series,46958291,46860194,Indian Uncle's,Indian Uncle's
31-May-2018,Pewdiepie,62989015,62968911,9 year old army,9 year old army
1-Jun-2018,T-series,47055318,46958291,Indian Uncle's,Indian Uncle's
1-Jun-2018,Pewdiepie,63017241,62989015,9 year old army,9 year old army
2-Jun-2018,T-series,47150948,47055318,Indian Uncle's,Indian Uncle's
2-Jun-2018,Pewdiepie,63037898,63017241,9 year old army,9 year old army
3-Jun-2018,T-series,47296260,47150948,Indian Uncle's,Indian Uncle's
3-Jun-2018,Pewdiepie,63060179,63037898,9 year old army,9 year old army
4-Jun-2018,T-series,47395854,47296260,Indian Uncle's,Indian Uncle's
4-Jun-2018,Pewdiepie,63082834,63060179,9 year old army,9 year old army
5-Jun-2018,T-series,47487142,47395854,Indian Uncle's,Indian Uncle's
5-Jun-2018,Pewdiepie,63112139,63082834,9 year old army,9 year old army
6-Jun-2018,T-series,47676031,47487142,Indian Uncle's,Indian Uncle's
6-Jun-2018,Pewdiepie,63149163,63112139,9 year old army,9 year old army
7-Jun-2018,T-series,47816343,47676031,Indian Uncle's,Indian Uncle's
7-Jun-2018,Pewdiepie,63187158,63149163,9 year old army,9 year old army
8-Jun-2018,T-series,47942464,47816343,Indian Uncle's,Indian Uncle's
8-Jun-2018,Pewdiepie,63215616,63187158,9 year old army,9 year old army
9-Jun-2018,T-series,48079705,47942464,Indian Uncle's,Indian Uncle's
9-Jun-2018,Pewdiepie,63258159,63215616,9 year old army,9 year old army
10-Jun-2018,T-series,48184515,48079705,Indian Uncle's,Indian Uncle's
10-Jun-2018,Pewdiepie,63284875,63258159,9 year old army,9 year old army
11-Jun-2018,T-series,48333266,48184515,Indian Uncle's,Indian Uncle's
11-Jun-2018,Pewdiepie,63308591,63284875,9 year old army,9 year old army
12-Jun-2018,T-series,48443604,48333266,Indian Uncle's,Indian Uncle's
12-Jun-2018,Pewdiepie,63329338,63308591,9 year old army,9 year old army
13-Jun-2018,T-series,48553598,48443604,Indian Uncle's,Indian Uncle's
13-Jun-2018,Pewdiepie,63347925,63329338,9 year old army,9 year old army
14-Jun-2018,T-series,48662819,48553598,Indian Uncle's,Indian Uncle's
14-Jun-2018,Pewdiepie,63369626,63347925,9 year old army,9 year old army
15-Jun-2018,T-series,48775950,48662819,Indian Uncle's,Indian Uncle's
15-Jun-2018,Pewdiepie,63391453,63369626,9 year old army,9 year old army
16-Jun-2018,T-series,48899849,48775950,Indian Uncle's,Indian Uncle's
16-Jun-2018,Pewdiepie,63414964,63391453,9 year old army,9 year old army
17-Jun-2018,T-series,49028820,48899849,Indian Uncle's,Indian Uncle's
17-Jun-2018,Pewdiepie,63436824,63414964,9 year old army,9 year old army
18-Jun-2018,T-series,49146040,49028820,Indian Uncle's,Indian Uncle's
18-Jun-2018,Pewdiepie,63459281,63436824,9 year old army,9 year old army
19-Jun-2018,T-series,49268947,49146040,Indian Uncle's,Indian Uncle's
19-Jun-2018,Pewdiepie,63478686,63459281,9 year old army,9 year old army
20-Jun-2018,T-series,49393326,49268947,Indian Uncle's,Indian Uncle's
20-Jun-2018,Pewdiepie,63501885,63478686,9 year old army,9 year old army
21-Jun-2018,T-series,49472158,49393326,Indian Uncle's,Indian Uncle's
21-Jun-2018,Pewdiepie,63525146,63501885,9 year old army,9 year old army
22-Jun-2018,T-series,49592295,49472158,Indian Uncle's,Indian Uncle's
22-Jun-2018,Pewdiepie,63552354,63525146,9 year old army,9 year old army
23-Jun-2018,T-series,49750374,49592295,Indian Uncle's,Indian Uncle's
23-Jun-2018,Pewdiepie,63577022,63552354,9 year old army,9 year old army
24-Jun-2018,T-series,49850779,49750374,Indian Uncle's,Indian Uncle's
24-Jun-2018,Pewdiepie,63599475,63577022,9 year old army,9 year old army
25-Jun-2018,T-series,49958920,49850779,Indian Uncle's,Indian Uncle's
25-Jun-2018,Pewdiepie,63629939,63599475,9 year old army,9 year old army
26-Jun-2018,T-series,50078219,49958920,Indian Uncle's,Indian Uncle's
26-Jun-2018,Pewdiepie,63654612,63629939,9 year old army,9 year old army
27-Jun-2018,T-series,50204859,50078219,Indian Uncle's,Indian Uncle's
27-Jun-2018,Pewdiepie,63677787,63654612,9 year old army,9 year old army
28-Jun-2018,T-series,50383384,50204859,Indian Uncle's,Indian Uncle's
28-Jun-2018,Pewdiepie,63704985,63677787,9 year old army,9 year old army
29-Jun-2018,T-series,50552194,50383384,Indian Uncle's,Indian Uncle's
29-Jun-2018,Pewdiepie,63734772,63704985,9 year old army,9 year old army
30-Jun-2018,T-series,50711069,50552194,Indian Uncle's,Indian Uncle's
30-Jun-2018,Pewdiepie,63764622,63734772,9 year old army,9 year old army
1-Jul-2018,T-series,50857125,50711069,Indian Uncle's,Indian Uncle's
1-Jul-2018,Pewdiepie,63793240,63764622,9 year old army,9 year old army
2-Jul-2018,T-series,50981678,50857125,Indian Uncle's,Indian Uncle's
2-Jul-2018,Pewdiepie,63821736,63793240,9 year old army,9 year old army
3-Jul-2018,T-series,51107254,50981678,Indian Uncle's,Indian Uncle's
3-Jul-2018,Pewdiepie,63848491,63821736,9 year old army,9 year old army
4-Jul-2018,T-series,51272138,51107254,Indian Uncle's,Indian Uncle's
4-Jul-2018,Pewdiepie,63878006,63848491,9 year old army,9 year old army
5-Jul-2018,T-series,51445740,51272138,Indian Uncle's,Indian Uncle's
5-Jul-2018,Pewdiepie,63904480,63878006,9 year old army,9 year old army
6-Jul-2018,T-series,51610977,51445740,Indian Uncle's,Indian Uncle's
6-Jul-2018,Pewdiepie,63928994,63904480,9 year old army,9 year old army
7-Jul-2018,T-series,51760018,51610977,Indian Uncle's,Indian Uncle's
7-Jul-2018,Pewdiepie,63953683,63928994,9 year old army,9 year old army
8-Jul-2018,T-series,51943550,51760018,Indian Uncle's,Indian Uncle's
8-Jul-2018,Pewdiepie,63977804,63953683,9 year old army,9 year old army
9-Jul-2018,T-series,52041945,51943550,Indian Uncle's,Indian Uncle's
9-Jul-2018,Pewdiepie,63999412,63977804,9 year old army,9 year old army
10-Jul-2018,T-series,52249990,52041945,Indian Uncle's,Indian Uncle's
10-Jul-2018,Pewdiepie,64021174,63999412,9 year old army,9 year old army
11-Jul-2018,T-series,52408654,52249990,Indian Uncle's,Indian Uncle's
11-Jul-2018,Pewdiepie,64047704,64021174,9 year old army,9 year old army
12-Jul-2018,T-series,52563449,52408654,Indian Uncle's,Indian Uncle's
12-Jul-2018,Pewdiepie,64064642,64047704,9 year old army,9 year old army
13-Jul-2018,T-series,52741105,52563449,Indian Uncle's,Indian Uncle's
13-Jul-2018,Pewdiepie,64096362,64064642,9 year old army,9 year old army
14-Jul-2018,T-series,52895623,52741105,Indian Uncle's,Indian Uncle's
14-Jul-2018,Pewdiepie,64126545,64096362,9 year old army,9 year old army
15-Jul-2018,T-series,53050901,52895623,Indian Uncle's,Indian Uncle's
15-Jul-2018,Pewdiepie,64149805,64126545,9 year old army,9 year old army
16-Jul-2018,T-series,53186215,53050901,Indian Uncle's,Indian Uncle's
16-Jul-2018,Pewdiepie,64169137,64149805,9 year old army,9 year old army
17-Jul-2018,T-series,53309882,53186215,Indian Uncle's,Indian Uncle's
17-Jul-2018,Pewdiepie,64187930,64169137,9 year old army,9 year old army
18-Jul-2018,T-series,53463676,53309882,Indian Uncle's,Indian Uncle's
18-Jul-2018,Pewdiepie,64219378,64187930,9 year old army,9 year old army
19-Jul-2018,T-series,53618841,53463676,Indian Uncle's,Indian Uncle's
19-Jul-2018,Pewdiepie,64271960,64219378,9 year old army,9 year old army
20-Jul-2018,T-series,53763330,53618841,Indian Uncle's,Indian Uncle's
20-Jul-2018,Pewdiepie,64317547,64271960,9 year old army,9 year old army
21-Jul-2018,T-series,53910864,53763330,Indian Uncle's,Indian Uncle's
21-Jul-2018,Pewdiepie,64370486,64317547,9 year old army,9 year old army
22-Jul-2018,T-series,54053768,53910864,Indian Uncle's,Indian Uncle's
22-Jul-2018,Pewdiepie,64419238,64370486,9 year old army,9 year old army
23-Jul-2018,T-series,54188118,54053768,Indian Uncle's,Indian Uncle's
23-Jul-2018,Pewdiepie,64469806,64419238,9 year old army,9 year old army
24-Jul-2018,T-series,54321125,54188118,Indian Uncle's,Indian Uncle's
24-Jul-2018,Pewdiepie,64512200,64469806,9 year old army,9 year old army
25-Jul-2018,T-series,54482413,54321125,Indian Uncle's,Indian Uncle's
25-Jul-2018,Pewdiepie,64545802,64512200,9 year old army,9 year old army
26-Jul-2018,T-series,54637526,54482413,Indian Uncle's,Indian Uncle's
26-Jul-2018,Pewdiepie,64573088,64545802,9 year old army,9 year old army
27-Jul-2018,T-series,54786199,54637526,Indian Uncle's,Indian Uncle's
27-Jul-2018,Pewdiepie,64602721,64573088,9 year old army,9 year old army
28-Jul-2018,T-series,54938466,54786199,Indian Uncle's,Indian Uncle's
28-Jul-2018,Pewdiepie,64634281,64602721,9 year old army,9 year old army
29-Jul-2018,T-series,55088028,54938466,Indian Uncle's,Indian Uncle's
29-Jul-2018,Pewdiepie,64666483,64634281,9 year old army,9 year old army
30-Jul-2018,T-series,55217436,55088028,Indian Uncle's,Indian Uncle's
30-Jul-2018,Pewdiepie,64699425,64666483,9 year old army,9 year old army
31-Jul-2018,T-series,55354639,55217436,Indian Uncle's,Indian Uncle's
31-Jul-2018,Pewdiepie,64738753,64699425,9 year old army,9 year old army
1-Aug-2018,T-series,55483628,55354639,Indian Uncle's,Indian Uncle's
1-Aug-2018,Pewdiepie,64775637,64738753,9 year old army,9 year old army
2-Aug-2018,T-series,55623157,55483628,Indian Uncle's,Indian Uncle's
2-Aug-2018,Pewdiepie,64811291,64775637,9 year old army,9 year old army
3-Aug-2018,T-series,55766263,55623157,Indian Uncle's,Indian Uncle's
3-Aug-2018,Pewdiepie,64843465,64811291,9 year old army,9 year old army
4-Aug-2018,T-series,55917152,55766263,Indian Uncle's,Indian Uncle's
4-Aug-2018,Pewdiepie,64872918,64843465,9 year old army,9 year old army
5-Aug-2018,T-series,56065007,55917152,Indian Uncle's,Indian Uncle's
5-Aug-2018,Pewdiepie,64900477,64872918,9 year old army,9 year old army
6-Aug-2018,T-series,56199235,56065007,Indian Uncle's,Indian Uncle's
6-Aug-2018,Pewdiepie,64926362,64900477,9 year old army,9 year old army
7-Aug-2018,T-series,56330975,56199235,Indian Uncle's,Indian Uncle's
7-Aug-2018,Pewdiepie,64953585,64926362,9 year old army,9 year old army
8-Aug-2018,T-series,56465637,56330975,Indian Uncle's,Indian Uncle's
8-Aug-2018,Pewdiepie,64985253,64953585,9 year old army,9 year old army
9-Aug-2018,T-series,56604743,56465637,Indian Uncle's,Indian Uncle's
9-Aug-2018,Pewdiepie,65017403,64985253,9 year old army,9 year old army
10-Aug-2018,T-series,56756936,56604743,Indian Uncle's,Indian Uncle's
10-Aug-2018,Pewdiepie,65044570,65017403,9 year old army,9 year old army
11-Aug-2018,T-series,56908902,56756936,Indian Uncle's,Indian Uncle's
11-Aug-2018,Pewdiepie,65070607,65044570,9 year old army,9 year old army
12-Aug-2018,T-series,57057032,56908902,Indian Uncle's,Indian Uncle's
12-Aug-2018,Pewdiepie,65097005,65070607,9 year old army,9 year old army
13-Aug-2018,T-series,57189779,57057032,Indian Uncle's,Indian Uncle's
13-Aug-2018,Pewdiepie,65124146,65097005,9 year old army,9 year old army
14-Aug-2018,T-series,57332391,57189779,Indian Uncle's,Indian Uncle's
14-Aug-2018,Pewdiepie,65147433,65124146,9 year old army,9 year old army
15-Aug-2018,T-series,57476884,57332391,Indian Uncle's,Indian Uncle's
15-Aug-2018,Pewdiepie,65169790,65147433,9 year old army,9 year old army
16-Aug-2018,T-series,57616373,57476884,Indian Uncle's,Indian Uncle's
16-Aug-2018,Pewdiepie,65196352,65169790,9 year old army,9 year old army
17-Aug-2018,T-series,57770965,57616373,Indian Uncle's,Indian Uncle's
17-Aug-2018,Pewdiepie,65218543,65196352,9 year old army,9 year old army
18-Aug-2018,T-series,57930208,57770965,Indian Uncle's,Indian Uncle's
18-Aug-2018,Pewdiepie,65245789,65218543,9 year old army,9 year old army
19-Aug-2018,T-series,58076109,57930208,Indian Uncle's,Indian Uncle's
19-Aug-2018,Pewdiepie,65269238,65245789,9 year old army,9 year old army
20-Aug-2018,T-series,58209921,58076109,Indian Uncle's,Indian Uncle's
20-Aug-2018,Pewdiepie,65298263,65269238,9 year old army,9 year old army
21-Aug-2018,T-series,58349835,58209921,Indian Uncle's,Indian Uncle's
21-Aug-2018,Pewdiepie,65323377,65298263,9 year old army,9 year old army
22-Aug-2018,T-series,58512383,58349835,Indian Uncle's,Indian Uncle's
22-Aug-2018,Pewdiepie,65354565,65323377,9 year old army,9 year old army
23-Aug-2018,T-series,58672325,58512383,Indian Uncle's,Indian Uncle's
23-Aug-2018,Pewdiepie,65384595,65354565,9 year old army,9 year old army
24-Aug-2018,T-series,58843068,58672325,Indian Uncle's,Indian Uncle's
24-Aug-2018,Pewdiepie,65411005,65384595,9 year old army,9 year old army
25-Aug-2018,T-series,59021613,58843068,Indian Uncle's,Indian Uncle's
25-Aug-2018,Pewdiepie,65445859,65411005,9 year old army,9 year old army
26-Aug-2018,T-series,59183458,59021613,Indian Uncle's,Indian Uncle's
26-Aug-2018,Pewdiepie,65490778,65445859,9 year old army,9 year old army
27-Aug-2018,T-series,59321134,59183458,Indian Uncle's,Indian Uncle's
27-Aug-2018,Pewdiepie,65527402,65490778,9 year old army,9 year old army
28-Aug-2018,T-series,59456612,59321134,Indian Uncle's,Indian Uncle's
28-Aug-2018,Pewdiepie,65555348,65527402,9 year old army,9 year old army
29-Aug-2018,T-series,59601023,59456612,Indian Uncle's,Indian Uncle's
29-Aug-2018,Pewdiepie,65619623,65555348,9 year old army,9 year old army
30-Aug-2018,T-series,59749727,59601023,Indian Uncle's,Indian Uncle's
30-Aug-2018,Pewdiepie,65675026,65619623,9 year old army,9 year old army
31-Aug-2018,T-series,59905409,59749727,Indian Uncle's,Indian Uncle's
31-Aug-2018,Pewdiepie,65717067,65675026,9 year old army,9 year old army
1-Sep-2018,T-series,60069257,59905409,Indian Uncle's,Indian Uncle's
1-Sep-2018,Pewdiepie,65757450,65717067,9 year old army,9 year old army
2-Sep-2018,T-series,60230690,60069257,Indian Uncle's,Indian Uncle's
2-Sep-2018,Pewdiepie,65788934,65757450,9 year old army,9 year old army
3-Sep-2018,T-series,60388565,60230690,Indian Uncle's,Indian Uncle's
3-Sep-2018,Pewdiepie,65819419,65788934,9 year old army,9 year old army
4-Sep-2018,T-series,60527433,60388565,Indian Uncle's,Indian Uncle's
4-Sep-2018,Pewdiepie,65847426,65819419,9 year old army,9 year old army
5-Sep-2018,T-series,60672137,60527433,Indian Uncle's,Indian Uncle's
5-Sep-2018,Pewdiepie,65872637,65847426,9 year old army,9 year old army
6-Sep-2018,T-series,60823049,60672137,Indian Uncle's,Indian Uncle's
6-Sep-2018,Pewdiepie,65901934,65872637,9 year old army,9 year old army
7-Sep-2018,T-series,60989219,60823049,Indian Uncle's,Indian Uncle's
7-Sep-2018,Pewdiepie,65944491,65901934,9 year old army,9 year old army
8-Sep-2018,T-series,61160774,60989219,Indian Uncle's,Indian Uncle's
8-Sep-2018,Pewdiepie,65988290,65944491,9 year old army,9 year old army
9-Sep-2018,T-series,61339287,61160774,Indian Uncle's,Indian Uncle's
9-Sep-2018,Pewdiepie,66026329,65988290,9 year old army,9 year old army
10-Sep-2018,T-series,61485133,61339287,Indian Uncle's,Indian Uncle's
10-Sep-2018,Pewdiepie,66051399,66026329,9 year old army,9 year old army
11-Sep-2018,T-series,61633355,61485133,Indian Uncle's,Indian Uncle's
11-Sep-2018,Pewdiepie,66075112,66051399,9 year old army,9 year old army
12-Sep-2018,T-series,61785573,61633355,Indian Uncle's,Indian Uncle's
12-Sep-2018,Pewdiepie,66101451,66075112,9 year old army,9 year old army
13-Sep-2018,T-series,61933088,61785573,Indian Uncle's,Indian Uncle's
13-Sep-2018,Pewdiepie,66133934,66101451,9 year old army,9 year old army
14-Sep-2018,T-series,62079922,61933088,Indian Uncle's,Indian Uncle's
14-Sep-2018,Pewdiepie,66175398,66133934,9 year old army,9 year old army
15-Sep-2018,T-series,62227583,62079922,Indian Uncle's,Indian Uncle's
15-Sep-2018,Pewdiepie,66205145,66175398,9 year old army,9 year old army
16-Sep-2018,T-series,62377463,62227583,Indian Uncle's,Indian Uncle's
16-Sep-2018,Pewdiepie,66233939,66205145,9 year old army,9 year old army
17-Sep-2018,T-series,62502804,62377463,Indian Uncle's,Indian Uncle's
17-Sep-2018,Pewdiepie,66260736,66233939,9 year old army,9 year old army
18-Sep-2018,T-series,62620943,62502804,Indian Uncle's,Indian Uncle's
18-Sep-2018,Pewdiepie,66282789,66260736,9 year old army,9 year old army
19-Sep-2018,T-series,62753702,62620943,Indian Uncle's,Indian Uncle's
19-Sep-2018,Pewdiepie,66305586,66282789,9 year old army,9 year old army
20-Sep-2018,T-series,62881342,62753702,Indian Uncle's,Indian Uncle's
20-Sep-2018,Pewdiepie,66329819,66305586,9 year old army,9 year old army
21-Sep-2018,T-series,63001986,62881342,Indian Uncle's,Indian Uncle's
21-Sep-2018,Pewdiepie,66351689,66329819,9 year old army,9 year old army
22-Sep-2018,T-series,63128896,63001986,Indian Uncle's,Indian Uncle's
22-Sep-2018,Pewdiepie,66381526,66351689,9 year old army,9 year old army
23-Sep-2018,T-series,63252290,63128896,Indian Uncle's,Indian Uncle's
23-Sep-2018,Pewdiepie,66420226,66381526,9 year old army,9 year old army
24-Sep-2018,T-series,63350340,63252290,Indian Uncle's,Indian Uncle's
24-Sep-2018,Pewdiepie,66444437,66420226,9 year old army,9 year old army
25-Sep-2018,T-series,63459334,63350340,Indian Uncle's,Indian Uncle's
25-Sep-2018,Pewdiepie,66467027,66444437,9 year old army,9 year old army
26-Sep-2018,T-series,63576310,63459334,Indian Uncle's,Indian Uncle's
26-Sep-2018,Pewdiepie,66488468,66467027,9 year old army,9 year old army
27-Sep-2018,T-series,63690980,63576310,Indian Uncle's,Indian Uncle's
27-Sep-2018,Pewdiepie,66506724,66488468,9 year old army,9 year old army
28-Sep-2018,T-series,63816999,63690980,Indian Uncle's,Indian Uncle's
28-Sep-2018,Pewdiepie,66524514,66506724,9 year old army,9 year old army
29-Sep-2018,T-series,63939196,63816999,Indian Uncle's,Indian Uncle's
29-Sep-2018,Pewdiepie,66548728,66524514,9 year old army,9 year old army
30-Sep-2018,T-series,64063604,63939196,Indian Uncle's,Indian Uncle's
30-Sep-2018,Pewdiepie,66572304,66548728,9 year old army,9 year old army
1-Oct-2018,T-series,64171313,64063604,Indian Uncle's,Indian Uncle's
1-Oct-2018,Pewdiepie,66591200,66572304,9 year old army,9 year old army
2-Oct-2018,T-series,64292786,64171313,Indian Uncle's,Indian Uncle's
2-Oct-2018,Pewdiepie,66610428,66591200,9 year old army,9 year old army
3-Oct-2018,T-series,64400263,64292786,Indian Uncle's,Indian Uncle's
3-Oct-2018,Pewdiepie,66630760,66610428,9 year old army,9 year old army
4-Oct-2018,T-series,64510406,64400263,Indian Uncle's,Indian Uncle's
4-Oct-2018,Pewdiepie,66650080,66630760,9 year old army,9 year old army
5-Oct-2018,T-series,64601280,64510406,Indian Uncle's,Indian Uncle's
5-Oct-2018,Pewdiepie,66662280,66650080,9 year old army,9 year old army
6-Oct-2018,T-series,64740349,64601280,Indian Uncle's,Indian Uncle's
6-Oct-2018,Pewdiepie,66704596,66662280,9 year old army,9 year old army
7-Oct-2018,T-series,64866194,64740349,Indian Uncle's,Indian Uncle's
7-Oct-2018,Pewdiepie,66735316,66704596,9 year old army,9 year old army
8-Oct-2018,T-series,64970335,64866194,Indian Uncle's,Indian Uncle's
8-Oct-2018,Pewdiepie,66762485,66735316,9 year old army,9 year old army
9-Oct-2018,T-series,65074630,64970335,Indian Uncle's,Indian Uncle's
9-Oct-2018,Pewdiepie,66796656,66762485,9 year old army,9 year old army
10-Oct-2018,T-series,65182447,65074630,Indian Uncle's,Indian Uncle's
10-Oct-2018,Pewdiepie,66829413,66796656,9 year old army,9 year old army
11-Oct-2018,T-series,65287329,65182447,Indian Uncle's,Indian Uncle's
11-Oct-2018,Pewdiepie,66854542,66829413,9 year old army,9 year old army
12-Oct-2018,T-series,65440143,65287329,Indian Uncle's,Indian Uncle's
12-Oct-2018,Pewdiepie,66889033,66854542,9 year old army,9 year old army
13-Oct-2018,T-series,65566821,65440143,Indian Uncle's,Indian Uncle's
13-Oct-2018,Pewdiepie,66916080,66889033,9 year old army,9 year old army
14-Oct-2018,T-series,65682311,65566821,Indian Uncle's,Indian Uncle's
14-Oct-2018,Pewdiepie,66952970,66916080,9 year old army,9 year old army
15-Oct-2018,T-series,65820861,65682311,Indian Uncle's,Indian Uncle's
15-Oct-2018,Pewdiepie,66978147,66952970,9 year old army,9 year old army
16-Oct-2018,T-series,65960308,65820861,Indian Uncle's,Indian Uncle's
16-Oct-2018,Pewdiepie,67004863,66978147,9 year old army,9 year old army
17-Oct-2018,T-series,66118350,65960308,Indian Uncle's,Indian Uncle's
17-Oct-2018,Pewdiepie,67036880,67004863,9 year old army,9 year old army
18-Oct-2018,T-series,66268631,66118350,Indian Uncle's,Indian Uncle's
18-Oct-2018,Pewdiepie,67075895,67036880,9 year old army,9 year old army
19-Oct-2018,T-series,66397985,66268631,Indian Uncle's,Indian Uncle's
19-Oct-2018,Pewdiepie,67105899,67075895,9 year old army,9 year old army
20-Oct-2018,T-series,66549776,66397985,Indian Uncle's,Indian Uncle's
20-Oct-2018,Pewdiepie,67154107,67105899,9 year old army,9 year old army
21-Oct-2018,T-series,66690613,66549776,Indian Uncle's,Indian Uncle's
21-Oct-2018,Pewdiepie,67201523,67154107,9 year old army,9 year old army
22-Oct-2018,T-series,66809620,66690613,Indian Uncle's,Indian Uncle's
22-Oct-2018,Pewdiepie,67243099,67201523,9 year old army,9 year old army
23-Oct-2018,T-series,66930118,66809620,Indian Uncle's,Indian Uncle's
23-Oct-2018,Pewdiepie,67278935,67243099,9 year old army,9 year old army
24-Oct-2018,T-series,67052036,66930118,Indian Uncle's,Indian Uncle's
24-Oct-2018,Pewdiepie,67316669,67278935,9 year old army,9 year old army
25-Oct-2018,T-series,67174605,67052036,Indian Uncle's,Indian Uncle's
25-Oct-2018,Pewdiepie,67356623,67316669,9 year old army,9 year old army
26-Oct-2018,T-series,67320028,67174605,Indian Uncle's,Indian Uncle's
26-Oct-2018,Pewdiepie,67540767,67356623,9 year old army,9 year old army
27-Oct-2018,T-series,67485485,67320028,Indian Uncle's,Indian Uncle's
27-Oct-2018,Pewdiepie,67902177,67540767,9 year old army,9 year old army
28-Oct-2018,T-series,67641032,67485485,Indian Uncle's,Indian Uncle's
28-Oct-2018,Pewdiepie,68147177,67902177,9 year old army,9 year old army
29-Oct-2018,T-series,67784486,67641032,Indian Uncle's,Indian Uncle's
29-Oct-2018,Pewdiepie,68377220,68147177,9 year old army,9 year old army
30-Oct-2018,T-series,67916137,67784486,Indian Uncle's,Indian Uncle's
30-Oct-2018,Pewdiepie,68588112,68377220,9 year old army,9 year old army
31-Oct-2018,T-series,68061653,67916137,Indian Uncle's,Indian Uncle's
31-Oct-2018,Pewdiepie,68758316,68588112,9 year old army,9 year old army
1-Nov-2018,T-series,68194817,68061653,Indian Uncle's,Indian Uncle's
1-Nov-2018,Pewdiepie,68890409,68758316,9 year old army,9 year old army
2-Nov-2018,T-series,68327716,68194817,Indian Uncle's,Indian Uncle's
2-Nov-2018,Pewdiepie,69040011,68890409,9 year old army,9 year old army
3-Nov-2018,T-series,68469626,68327716,Indian Uncle's,Indian Uncle's
3-Nov-2018,Pewdiepie,69177069,69040011,9 year old army,9 year old army
4-Nov-2018,T-series,68624584,68469626,Indian Uncle's,Indian Uncle's
4-Nov-2018,Pewdiepie,69290927,69177069,9 year old army,9 year old army
5-Nov-2018,T-series,68762517,68624584,Indian Uncle's,Indian Uncle's
5-Nov-2018,Pewdiepie,69391532,69290927,9 year old army,9 year old army
